col1,col2
66667,66667
66668,66668
66669,66669
66670,66670
66671,66671
66672,66672
66673,66673
66674,66674
66675,66675
66676,66676
66677,66677
66678,66678
66679,66679
66680,66680
66681,66681
66682,66682
66683,66683
66684,66684
66685,66685
66686,66686
66687,66687
66688,66688
66689,66689
66690,66690
66691,66691
66692,66692
66693,66693
66694,66694
66695,66695
66696,66696
66697,66697
66698,66698
66699,66699
66700,66700
66701,66701
66702,66702
66703,66703
66704,66704
66705,66705
66706,66706
66707,66707
66708,66708
66709,66709
66710,66710
66711,66711
66712,66712
66713,66713
66714,66714
66715,66715
66716,66716
66717,66717
66718,66718
66719,66719
66720,66720
66721,66721
66722,66722
66723,66723
66724,66724
66725,66725
66726,66726
66727,66727
66728,66728
66729,66729
66730,66730
66731,66731
66732,66732
66733,66733
66734,66734
66735,66735
66736,66736
66737,66737
66738,66738
66739,66739
66740,66740
66741,66741
66742,66742
66743,66743
66744,66744
66745,66745
66746,66746
66747,66747
66748,66748
66749,66749
66750,66750
66751,66751
66752,66752
66753,66753
66754,66754
66755,66755
66756,66756
66757,66757
66758,66758
66759,66759
66760,66760
66761,66761
66762,66762
66763,66763
66764,66764
66765,66765
66766,66766
66767,66767
66768,66768
66769,66769
66770,66770
66771,66771
66772,66772
66773,66773
66774,66774
66775,66775
66776,66776
66777,66777
66778,66778
66779,66779
66780,66780
66781,66781
66782,66782
66783,66783
66784,66784
66785,66785
66786,66786
66787,66787
66788,66788
66789,66789
66790,66790
66791,66791
66792,66792
66793,66793
66794,66794
66795,66795
66796,66796
66797,66797
66798,66798
66799,66799
66800,66800
66801,66801
66802,66802
66803,66803
66804,66804
66805,66805
66806,66806
66807,66807
66808,66808
66809,66809
66810,66810
66811,66811
66812,66812
66813,66813
66814,66814
66815,66815
66816,66816
66817,66817
66818,66818
66819,66819
66820,66820
66821,66821
66822,66822
66823,66823
66824,66824
66825,66825
66826,66826
66827,66827
66828,66828
66829,66829
66830,66830
66831,66831
66832,66832
66833,66833
66834,66834
66835,66835
66836,66836
66837,66837
66838,66838
66839,66839
66840,66840
66841,66841
66842,66842
66843,66843
66844,66844
66845,66845
66846,66846
66847,66847
66848,66848
66849,66849
66850,66850
66851,66851
66852,66852
66853,66853
66854,66854
66855,66855
66856,66856
66857,66857
66858,66858
66859,66859
66860,66860
66861,66861
66862,66862
66863,66863
66864,66864
66865,66865
66866,66866
66867,66867
66868,66868
66869,66869
66870,66870
66871,66871
66872,66872
66873,66873
66874,66874
66875,66875
66876,66876
66877,66877
66878,66878
66879,66879
66880,66880
66881,66881
66882,66882
66883,66883
66884,66884
66885,66885
66886,66886
66887,66887
66888,66888
66889,66889
66890,66890
66891,66891
66892,66892
66893,66893
66894,66894
66895,66895
66896,66896
66897,66897
66898,66898
66899,66899
66900,66900
66901,66901
66902,66902
66903,66903
66904,66904
66905,66905
66906,66906
66907,66907
66908,66908
66909,66909
66910,66910
66911,66911
66912,66912
66913,66913
66914,66914
66915,66915
66916,66916
66917,66917
66918,66918
66919,66919
66920,66920
66921,66921
66922,66922
66923,66923
66924,66924
66925,66925
66926,66926
66927,66927
66928,66928
66929,66929
66930,66930
66931,66931
66932,66932
66933,66933
66934,66934
66935,66935
66936,66936
66937,66937
66938,66938
66939,66939
66940,66940
66941,66941
66942,66942
66943,66943
66944,66944
66945,66945
66946,66946
66947,66947
66948,66948
66949,66949
66950,66950
66951,66951
66952,66952
66953,66953
66954,66954
66955,66955
66956,66956
66957,66957
66958,66958
66959,66959
66960,66960
66961,66961
66962,66962
66963,66963
66964,66964
66965,66965
66966,66966
66967,66967
66968,66968
66969,66969
66970,66970
66971,66971
66972,66972
66973,66973
66974,66974
66975,66975
66976,66976
66977,66977
66978,66978
66979,66979
66980,66980
66981,66981
66982,66982
66983,66983
66984,66984
66985,66985
66986,66986
66987,66987
66988,66988
66989,66989
66990,66990
66991,66991
66992,66992
66993,66993
66994,66994
66995,66995
