col1,col2
866668,866668
866669,866669
866670,866670
866671,866671
866672,866672
866673,866673
866674,866674
866675,866675
866676,866676
866677,866677
866678,866678
866679,866679
866680,866680
866681,866681
866682,866682
866683,866683
866684,866684
866685,866685
866686,866686
866687,866687
866688,866688
866689,866689
866690,866690
866691,866691
866692,866692
866693,866693
866694,866694
866695,866695
866696,866696
866697,866697
866698,866698
866699,866699
866700,866700
866701,866701
866702,866702
866703,866703
866704,866704
866705,866705
866706,866706
866707,866707
866708,866708
866709,866709
866710,866710
866711,866711
866712,866712
866713,866713
866714,866714
866715,866715
866716,866716
866717,866717
866718,866718
866719,866719
866720,866720
866721,866721
866722,866722
866723,866723
866724,866724
866725,866725
866726,866726
866727,866727
866728,866728
866729,866729
866730,866730
866731,866731
866732,866732
866733,866733
866734,866734
866735,866735
866736,866736
866737,866737
866738,866738
866739,866739
866740,866740
866741,866741
866742,866742
866743,866743
866744,866744
866745,866745
866746,866746
866747,866747
866748,866748
866749,866749
866750,866750
866751,866751
866752,866752
866753,866753
866754,866754
866755,866755
866756,866756
866757,866757
866758,866758
866759,866759
866760,866760
866761,866761
866762,866762
866763,866763
866764,866764
866765,866765
866766,866766
866767,866767
866768,866768
866769,866769
866770,866770
866771,866771
866772,866772
866773,866773
866774,866774
866775,866775
866776,866776
866777,866777
866778,866778
866779,866779
866780,866780
866781,866781
866782,866782
866783,866783
866784,866784
866785,866785
866786,866786
866787,866787
866788,866788
866789,866789
866790,866790
866791,866791
866792,866792
866793,866793
866794,866794
866795,866795
866796,866796
866797,866797
866798,866798
866799,866799
866800,866800
866801,866801
866802,866802
866803,866803
866804,866804
866805,866805
866806,866806
866807,866807
866808,866808
866809,866809
866810,866810
866811,866811
866812,866812
866813,866813
866814,866814
866815,866815
866816,866816
866817,866817
866818,866818
866819,866819
866820,866820
866821,866821
866822,866822
866823,866823
866824,866824
866825,866825
866826,866826
866827,866827
866828,866828
866829,866829
866830,866830
866831,866831
866832,866832
866833,866833
866834,866834
866835,866835
866836,866836
866837,866837
866838,866838
866839,866839
866840,866840
866841,866841
866842,866842
866843,866843
866844,866844
866845,866845
866846,866846
866847,866847
866848,866848
866849,866849
866850,866850
866851,866851
866852,866852
866853,866853
866854,866854
866855,866855
866856,866856
