col1,col2
733336,733336
733337,733337
733338,733338
733339,733339
733340,733340
733341,733341
733342,733342
733343,733343
733344,733344
733345,733345
733346,733346
733347,733347
733348,733348
733349,733349
733350,733350
733351,733351
733352,733352
733353,733353
733354,733354
733355,733355
733356,733356
733357,733357
733358,733358
733359,733359
733360,733360
733361,733361
733362,733362
733363,733363
733364,733364
733365,733365
733366,733366
733367,733367
733368,733368
733369,733369
733370,733370
733371,733371
733372,733372
733373,733373
733374,733374
733375,733375
733376,733376
733377,733377
733378,733378
733379,733379
733380,733380
733381,733381
733382,733382
733383,733383
733384,733384
733385,733385
733386,733386
733387,733387
733388,733388
733389,733389
733390,733390
733391,733391
733392,733392
733393,733393
733394,733394
733395,733395
733396,733396
733397,733397
733398,733398
733399,733399
733400,733400
733401,733401
733402,733402
733403,733403
733404,733404
733405,733405
733406,733406
733407,733407
733408,733408
733409,733409
733410,733410
733411,733411
733412,733412
733413,733413
733414,733414
733415,733415
733416,733416
733417,733417
733418,733418
733419,733419
733420,733420
733421,733421
733422,733422
733423,733423
733424,733424
733425,733425
733426,733426
733427,733427
733428,733428
733429,733429
733430,733430
733431,733431
733432,733432
733433,733433
733434,733434
733435,733435
733436,733436
733437,733437
733438,733438
733439,733439
733440,733440
733441,733441
733442,733442
733443,733443
733444,733444
733445,733445
733446,733446
733447,733447
733448,733448
733449,733449
733450,733450
733451,733451
733452,733452
733453,733453
733454,733454
733455,733455
733456,733456
733457,733457
733458,733458
733459,733459
733460,733460
733461,733461
733462,733462
733463,733463
733464,733464
733465,733465
733466,733466
733467,733467
733468,733468
733469,733469
733470,733470
733471,733471
733472,733472
733473,733473
733474,733474
733475,733475
733476,733476
733477,733477
733478,733478
733479,733479
733480,733480
733481,733481
733482,733482
733483,733483
733484,733484
733485,733485
733486,733486
733487,733487
733488,733488
733489,733489
733490,733490
733491,733491
733492,733492
733493,733493
733494,733494
733495,733495
733496,733496
733497,733497
733498,733498
733499,733499
733500,733500
733501,733501
733502,733502
733503,733503
733504,733504
733505,733505
733506,733506
733507,733507
733508,733508
733509,733509
733510,733510
733511,733511
733512,733512
733513,733513
733514,733514
733515,733515
733516,733516
733517,733517
733518,733518
733519,733519
733520,733520
733521,733521
733522,733522
