col1,col2
200001,200001
200002,200002
200003,200003
200004,200004
200005,200005
200006,200006
200007,200007
200008,200008
200009,200009
200010,200010
200011,200011
200012,200012
200013,200013
200014,200014
200015,200015
200016,200016
200017,200017
200018,200018
200019,200019
200020,200020
200021,200021
200022,200022
200023,200023
200024,200024
200025,200025
200026,200026
200027,200027
200028,200028
200029,200029
200030,200030
200031,200031
200032,200032
200033,200033
200034,200034
200035,200035
200036,200036
200037,200037
200038,200038
200039,200039
200040,200040
200041,200041
200042,200042
200043,200043
200044,200044
200045,200045
200046,200046
200047,200047
200048,200048
200049,200049
200050,200050
200051,200051
200052,200052
200053,200053
200054,200054
200055,200055
200056,200056
200057,200057
200058,200058
200059,200059
200060,200060
200061,200061
200062,200062
200063,200063
200064,200064
200065,200065
200066,200066
200067,200067
200068,200068
200069,200069
200070,200070
200071,200071
200072,200072
200073,200073
200074,200074
200075,200075
200076,200076
200077,200077
200078,200078
200079,200079
200080,200080
200081,200081
200082,200082
200083,200083
200084,200084
200085,200085
200086,200086
200087,200087
200088,200088
200089,200089
200090,200090
200091,200091
200092,200092
200093,200093
200094,200094
200095,200095
200096,200096
200097,200097
200098,200098
200099,200099
200100,200100
200101,200101
200102,200102
200103,200103
200104,200104
200105,200105
200106,200106
200107,200107
200108,200108
200109,200109
200110,200110
200111,200111
200112,200112
200113,200113
200114,200114
200115,200115
200116,200116
200117,200117
200118,200118
200119,200119
200120,200120
200121,200121
200122,200122
200123,200123
200124,200124
200125,200125
200126,200126
200127,200127
200128,200128
200129,200129
200130,200130
200131,200131
200132,200132
200133,200133
200134,200134
200135,200135
200136,200136
200137,200137
200138,200138
200139,200139
200140,200140
200141,200141
200142,200142
200143,200143
200144,200144
200145,200145
200146,200146
200147,200147
200148,200148
200149,200149
200150,200150
200151,200151
200152,200152
200153,200153
200154,200154
200155,200155
200156,200156
200157,200157
200158,200158
200159,200159
200160,200160
200161,200161
200162,200162
200163,200163
200164,200164
200165,200165
200166,200166
200167,200167
200168,200168
200169,200169
200170,200170
200171,200171
200172,200172
200173,200173
200174,200174
200175,200175
200176,200176
200177,200177
200178,200178
200179,200179
200180,200180
200181,200181
200182,200182
200183,200183
200184,200184
200185,200185
200186,200186
200187,200187
200188,200188
200189,200189
200190,200190
200191,200191
200192,200192
200193,200193
200194,200194
200195,200195
200196,200196
200197,200197
200198,200198
200199,200199
200200,200200
200201,200201
200202,200202
200203,200203
200204,200204
200205,200205
200206,200206
200207,200207
200208,200208
200209,200209
200210,200210
200211,200211
200212,200212
200213,200213
200214,200214
200215,200215
200216,200216
200217,200217
200218,200218
200219,200219
200220,200220
200221,200221
200222,200222
200223,200223
200224,200224
200225,200225
200226,200226
200227,200227
200228,200228
200229,200229
200230,200230
200231,200231
200232,200232
200233,200233
200234,200234
200235,200235
200236,200236
200237,200237
200238,200238
200239,200239
200240,200240
200241,200241
200242,200242
200243,200243
200244,200244
200245,200245
200246,200246
200247,200247
200248,200248
200249,200249
200250,200250
200251,200251
200252,200252
200253,200253
200254,200254
200255,200255
200256,200256
200257,200257
200258,200258
200259,200259
200260,200260
200261,200261
200262,200262
200263,200263
200264,200264
200265,200265
200266,200266
200267,200267
200268,200268
200269,200269
200270,200270
200271,200271
200272,200272
200273,200273
200274,200274
200275,200275
200276,200276
200277,200277
200278,200278
200279,200279
200280,200280
200281,200281
200282,200282
200283,200283
200284,200284
200285,200285
200286,200286
200287,200287
200288,200288
200289,200289
200290,200290
200291,200291
200292,200292
200293,200293
200294,200294
200295,200295
200296,200296
200297,200297
200298,200298
200299,200299
200300,200300
200301,200301
200302,200302
200303,200303
200304,200304
200305,200305
200306,200306
200307,200307
200308,200308
200309,200309
200310,200310
200311,200311
200312,200312
200313,200313
200314,200314
200315,200315
200316,200316
200317,200317
200318,200318
200319,200319
200320,200320
200321,200321
200322,200322
200323,200323
200324,200324
200325,200325
200326,200326
200327,200327
200328,200328
200329,200329
200330,200330
200331,200331
200332,200332
200333,200333
200334,200334
200335,200335
200336,200336
200337,200337
200338,200338
200339,200339
200340,200340
200341,200341
200342,200342
200343,200343
200344,200344
200345,200345
200346,200346
200347,200347
200348,200348
200349,200349
200350,200350
200351,200351
200352,200352
200353,200353
200354,200354
200355,200355
200356,200356
200357,200357
200358,200358
200359,200359
200360,200360
200361,200361
200362,200362
200363,200363
200364,200364
200365,200365
200366,200366
200367,200367
200368,200368
200369,200369
200370,200370
200371,200371
200372,200372
200373,200373
200374,200374
200375,200375
200376,200376
200377,200377
200378,200378
200379,200379
200380,200380
200381,200381
200382,200382
200383,200383
200384,200384
200385,200385
200386,200386
200387,200387
200388,200388
200389,200389
200390,200390
200391,200391
200392,200392
200393,200393
200394,200394
200395,200395
200396,200396
200397,200397
200398,200398
200399,200399
200400,200400
200401,200401
200402,200402
200403,200403
200404,200404
200405,200405
200406,200406
200407,200407
200408,200408
200409,200409
200410,200410
200411,200411
200412,200412
200413,200413
200414,200414
200415,200415
200416,200416
200417,200417
200418,200418
200419,200419
200420,200420
200421,200421
200422,200422
200423,200423
200424,200424
200425,200425
200426,200426
200427,200427
200428,200428
200429,200429
200430,200430
200431,200431
200432,200432
200433,200433
200434,200434
200435,200435
200436,200436
200437,200437
200438,200438
200439,200439
200440,200440
200441,200441
200442,200442
200443,200443
200444,200444
200445,200445
200446,200446
200447,200447
200448,200448
200449,200449
200450,200450
200451,200451
200452,200452
200453,200453
200454,200454
200455,200455
200456,200456
200457,200457
200458,200458
200459,200459
