col1,col2
600003,600003
600004,600004
600005,600005
600006,600006
600007,600007
600008,600008
600009,600009
600010,600010
600011,600011
600012,600012
600013,600013
600014,600014
600015,600015
600016,600016
600017,600017
600018,600018
600019,600019
600020,600020
600021,600021
600022,600022
600023,600023
600024,600024
600025,600025
600026,600026
600027,600027
600028,600028
600029,600029
600030,600030
600031,600031
600032,600032
600033,600033
600034,600034
600035,600035
600036,600036
600037,600037
600038,600038
600039,600039
600040,600040
600041,600041
600042,600042
600043,600043
600044,600044
600045,600045
600046,600046
600047,600047
600048,600048
600049,600049
600050,600050
600051,600051
600052,600052
600053,600053
600054,600054
600055,600055
600056,600056
600057,600057
600058,600058
600059,600059
600060,600060
600061,600061
600062,600062
600063,600063
600064,600064
600065,600065
600066,600066
600067,600067
600068,600068
600069,600069
600070,600070
600071,600071
600072,600072
600073,600073
600074,600074
600075,600075
600076,600076
600077,600077
600078,600078
600079,600079
600080,600080
600081,600081
600082,600082
600083,600083
600084,600084
600085,600085
600086,600086
600087,600087
600088,600088
600089,600089
600090,600090
600091,600091
600092,600092
600093,600093
600094,600094
600095,600095
600096,600096
600097,600097
600098,600098
600099,600099
600100,600100
600101,600101
600102,600102
600103,600103
600104,600104
600105,600105
600106,600106
600107,600107
600108,600108
600109,600109
600110,600110
600111,600111
600112,600112
600113,600113
600114,600114
600115,600115
600116,600116
600117,600117
600118,600118
600119,600119
600120,600120
600121,600121
600122,600122
600123,600123
600124,600124
600125,600125
600126,600126
600127,600127
600128,600128
600129,600129
600130,600130
600131,600131
600132,600132
600133,600133
600134,600134
600135,600135
600136,600136
600137,600137
600138,600138
600139,600139
600140,600140
600141,600141
600142,600142
600143,600143
600144,600144
600145,600145
600146,600146
600147,600147
600148,600148
600149,600149
600150,600150
600151,600151
600152,600152
600153,600153
600154,600154
600155,600155
600156,600156
600157,600157
600158,600158
600159,600159
600160,600160
600161,600161
600162,600162
600163,600163
600164,600164
600165,600165
600166,600166
600167,600167
600168,600168
600169,600169
600170,600170
600171,600171
600172,600172
600173,600173
600174,600174
600175,600175
600176,600176
600177,600177
600178,600178
600179,600179
600180,600180
600181,600181
600182,600182
600183,600183
600184,600184
600185,600185
600186,600186
600187,600187
600188,600188
600189,600189
600190,600190
600191,600191
600192,600192
600193,600193
600194,600194
600195,600195
600196,600196
600197,600197
600198,600198
600199,600199
600200,600200
600201,600201
600202,600202
600203,600203
600204,600204
600205,600205
600206,600206
600207,600207
600208,600208
600209,600209
600210,600210
600211,600211
600212,600212
600213,600213
600214,600214
600215,600215
600216,600216
600217,600217
600218,600218
600219,600219
600220,600220
600221,600221
600222,600222
600223,600223
600224,600224
600225,600225
600226,600226
600227,600227
600228,600228
600229,600229
600230,600230
600231,600231
600232,600232
600233,600233
600234,600234
600235,600235
600236,600236
600237,600237
600238,600238
600239,600239
600240,600240
600241,600241
600242,600242
600243,600243
600244,600244
600245,600245
600246,600246
600247,600247
600248,600248
600249,600249
600250,600250
600251,600251
600252,600252
600253,600253
600254,600254
600255,600255
600256,600256
600257,600257
600258,600258
600259,600259
600260,600260
600261,600261
600262,600262
600263,600263
600264,600264
600265,600265
600266,600266
600267,600267
600268,600268
600269,600269
600270,600270
600271,600271
600272,600272
600273,600273
600274,600274
600275,600275
600276,600276
600277,600277
600278,600278
600279,600279
600280,600280
600281,600281
600282,600282
600283,600283
600284,600284
600285,600285
600286,600286
600287,600287
600288,600288
600289,600289
600290,600290
600291,600291
600292,600292
600293,600293
600294,600294
600295,600295
600296,600296
600297,600297
600298,600298
600299,600299
600300,600300
600301,600301
600302,600302
600303,600303
600304,600304
600305,600305
600306,600306
600307,600307
600308,600308
600309,600309
600310,600310
600311,600311
600312,600312
600313,600313
600314,600314
600315,600315
600316,600316
600317,600317
600318,600318
600319,600319
600320,600320
600321,600321
600322,600322
600323,600323
600324,600324
600325,600325
600326,600326
600327,600327
600328,600328
600329,600329
600330,600330
600331,600331
600332,600332
600333,600333
600334,600334
600335,600335
600336,600336
600337,600337
600338,600338
600339,600339
600340,600340
600341,600341
600342,600342
600343,600343
600344,600344
600345,600345
600346,600346
600347,600347
600348,600348
600349,600349
600350,600350
600351,600351
600352,600352
600353,600353
600354,600354
600355,600355
600356,600356
600357,600357
600358,600358
600359,600359
600360,600360
600361,600361
600362,600362
600363,600363
600364,600364
600365,600365
600366,600366
600367,600367
600368,600368
600369,600369
600370,600370
600371,600371
600372,600372
600373,600373
600374,600374
600375,600375
600376,600376
600377,600377
600378,600378
600379,600379
600380,600380
600381,600381
600382,600382
600383,600383
600384,600384
600385,600385
600386,600386
600387,600387
600388,600388
600389,600389
600390,600390
600391,600391
600392,600392
600393,600393
600394,600394
600395,600395
600396,600396
600397,600397
600398,600398
600399,600399
600400,600400
600401,600401
600402,600402
600403,600403
600404,600404
600405,600405
600406,600406
600407,600407
600408,600408
600409,600409
600410,600410
600411,600411
600412,600412
600413,600413
600414,600414
600415,600415
600416,600416
600417,600417
600418,600418
600419,600419
600420,600420
600421,600421
600422,600422
600423,600423
600424,600424
600425,600425
600426,600426
600427,600427
600428,600428
600429,600429
600430,600430
600431,600431
600432,600432
600433,600433
600434,600434
600435,600435
600436,600436
600437,600437
600438,600438
600439,600439
600440,600440
600441,600441
600442,600442
600443,600443
600444,600444
600445,600445
600446,600446
600447,600447
600448,600448
600449,600449
600450,600450
600451,600451
600452,600452
600453,600453
600454,600454
600455,600455
600456,600456
600457,600457
600458,600458
600459,600459
600460,600460
600461,600461
600462,600462
600463,600463
600464,600464
600465,600465
600466,600466
600467,600467
600468,600468
600469,600469
600470,600470
600471,600471
600472,600472
600473,600473
600474,600474
600475,600475
600476,600476
600477,600477
600478,600478
600479,600479
600480,600480
600481,600481
600482,600482
600483,600483
600484,600484
600485,600485
600486,600486
600487,600487
600488,600488
600489,600489
600490,600490
600491,600491
600492,600492
600493,600493
600494,600494
600495,600495
600496,600496
600497,600497
600498,600498
600499,600499
600500,600500
600501,600501
600502,600502
600503,600503
600504,600504
600505,600505
600506,600506
600507,600507
600508,600508
600509,600509
600510,600510
600511,600511
600512,600512
600513,600513
600514,600514
600515,600515
600516,600516
600517,600517
600518,600518
600519,600519
600520,600520
600521,600521
600522,600522
600523,600523
600524,600524
600525,600525
600526,600526
600527,600527
600528,600528
600529,600529
600530,600530
600531,600531
600532,600532
600533,600533
600534,600534
600535,600535
600536,600536
600537,600537
600538,600538
600539,600539
600540,600540
600541,600541
600542,600542
600543,600543
600544,600544
600545,600545
600546,600546
600547,600547
600548,600548
600549,600549
600550,600550
600551,600551
600552,600552
600553,600553
600554,600554
600555,600555
600556,600556
600557,600557
600558,600558
600559,600559
600560,600560
600561,600561
600562,600562
600563,600563
600564,600564
600565,600565
600566,600566
600567,600567
600568,600568
600569,600569
600570,600570
600571,600571
600572,600572
600573,600573
600574,600574
600575,600575
600576,600576
600577,600577
600578,600578
