col1,col2
666670,666670
666671,666671
666672,666672
666673,666673
666674,666674
666675,666675
666676,666676
666677,666677
666678,666678
666679,666679
666680,666680
666681,666681
666682,666682
666683,666683
666684,666684
666685,666685
666686,666686
666687,666687
666688,666688
666689,666689
666690,666690
666691,666691
666692,666692
666693,666693
666694,666694
666695,666695
666696,666696
666697,666697
666698,666698
666699,666699
666700,666700
666701,666701
666702,666702
666703,666703
666704,666704
666705,666705
666706,666706
666707,666707
666708,666708
666709,666709
666710,666710
666711,666711
666712,666712
666713,666713
666714,666714
666715,666715
666716,666716
666717,666717
666718,666718
666719,666719
666720,666720
666721,666721
666722,666722
666723,666723
666724,666724
666725,666725
666726,666726
666727,666727
666728,666728
666729,666729
666730,666730
666731,666731
666732,666732
666733,666733
666734,666734
666735,666735
666736,666736
666737,666737
666738,666738
666739,666739
666740,666740
666741,666741
666742,666742
666743,666743
666744,666744
666745,666745
666746,666746
666747,666747
666748,666748
666749,666749
666750,666750
666751,666751
666752,666752
666753,666753
666754,666754
666755,666755
666756,666756
666757,666757
666758,666758
666759,666759
666760,666760
666761,666761
666762,666762
666763,666763
666764,666764
666765,666765
666766,666766
666767,666767
666768,666768
666769,666769
666770,666770
666771,666771
666772,666772
666773,666773
666774,666774
666775,666775
666776,666776
666777,666777
666778,666778
666779,666779
666780,666780
666781,666781
666782,666782
666783,666783
666784,666784
666785,666785
666786,666786
666787,666787
666788,666788
666789,666789
666790,666790
666791,666791
666792,666792
666793,666793
666794,666794
666795,666795
666796,666796
666797,666797
666798,666798
666799,666799
666800,666800
666801,666801
666802,666802
666803,666803
666804,666804
666805,666805
666806,666806
666807,666807
666808,666808
666809,666809
666810,666810
666811,666811
666812,666812
666813,666813
666814,666814
666815,666815
666816,666816
666817,666817
666818,666818
666819,666819
666820,666820
666821,666821
666822,666822
666823,666823
666824,666824
666825,666825
666826,666826
666827,666827
666828,666828
666829,666829
666830,666830
666831,666831
666832,666832
666833,666833
666834,666834
666835,666835
666836,666836
666837,666837
666838,666838
666839,666839
666840,666840
666841,666841
666842,666842
666843,666843
666844,666844
666845,666845
666846,666846
666847,666847
666848,666848
666849,666849
666850,666850
666851,666851
666852,666852
666853,666853
666854,666854
666855,666855
666856,666856
666857,666857
666858,666858
666859,666859
666860,666860
666861,666861
666862,666862
666863,666863
666864,666864
666865,666865
666866,666866
666867,666867
666868,666868
666869,666869
666870,666870
666871,666871
666872,666872
666873,666873
666874,666874
666875,666875
666876,666876
666877,666877
666878,666878
666879,666879
666880,666880
666881,666881
666882,666882
666883,666883
666884,666884
666885,666885
666886,666886
666887,666887
666888,666888
666889,666889
666890,666890
666891,666891
666892,666892
666893,666893
666894,666894
666895,666895
666896,666896
666897,666897
666898,666898
666899,666899
666900,666900
666901,666901
666902,666902
666903,666903
666904,666904
666905,666905
666906,666906
666907,666907
666908,666908
666909,666909
666910,666910
666911,666911
666912,666912
666913,666913
666914,666914
666915,666915
666916,666916
666917,666917
666918,666918
666919,666919
666920,666920
666921,666921
666922,666922
666923,666923
666924,666924
666925,666925
666926,666926
666927,666927
666928,666928
666929,666929
666930,666930
666931,666931
666932,666932
666933,666933
666934,666934
666935,666935
666936,666936
666937,666937
666938,666938
666939,666939
666940,666940
666941,666941
666942,666942
666943,666943
666944,666944
666945,666945
666946,666946
666947,666947
666948,666948
666949,666949
666950,666950
666951,666951
666952,666952
666953,666953
666954,666954
666955,666955
666956,666956
666957,666957
666958,666958
666959,666959
666960,666960
666961,666961
666962,666962
666963,666963
666964,666964
666965,666965
666966,666966
666967,666967
666968,666968
666969,666969
666970,666970
666971,666971
666972,666972
666973,666973
666974,666974
666975,666975
666976,666976
666977,666977
666978,666978
666979,666979
666980,666980
666981,666981
666982,666982
666983,666983
666984,666984
666985,666985
666986,666986
666987,666987
666988,666988
666989,666989
666990,666990
666991,666991
666992,666992
666993,666993
666994,666994
666995,666995
666996,666996
666997,666997
666998,666998
666999,666999
667000,667000
667001,667001
667002,667002
667003,667003
667004,667004
667005,667005
667006,667006
667007,667007
667008,667008
667009,667009
667010,667010
667011,667011
667012,667012
667013,667013
667014,667014
667015,667015
667016,667016
667017,667017
667018,667018
667019,667019
667020,667020
667021,667021
667022,667022
667023,667023
667024,667024
667025,667025
667026,667026
667027,667027
667028,667028
667029,667029
667030,667030
667031,667031
667032,667032
667033,667033
667034,667034
667035,667035
667036,667036
667037,667037
