col1,col2
266668,266668
266669,266669
266670,266670
266671,266671
266672,266672
266673,266673
266674,266674
266675,266675
266676,266676
266677,266677
266678,266678
266679,266679
266680,266680
266681,266681
266682,266682
266683,266683
266684,266684
266685,266685
266686,266686
266687,266687
266688,266688
266689,266689
266690,266690
266691,266691
266692,266692
266693,266693
266694,266694
266695,266695
266696,266696
266697,266697
266698,266698
266699,266699
266700,266700
266701,266701
266702,266702
266703,266703
266704,266704
266705,266705
266706,266706
266707,266707
266708,266708
266709,266709
266710,266710
266711,266711
266712,266712
266713,266713
266714,266714
266715,266715
266716,266716
266717,266717
266718,266718
266719,266719
266720,266720
266721,266721
266722,266722
266723,266723
266724,266724
266725,266725
266726,266726
266727,266727
266728,266728
266729,266729
266730,266730
266731,266731
266732,266732
266733,266733
266734,266734
266735,266735
266736,266736
266737,266737
266738,266738
266739,266739
266740,266740
266741,266741
266742,266742
266743,266743
266744,266744
266745,266745
266746,266746
266747,266747
266748,266748
266749,266749
266750,266750
266751,266751
266752,266752
266753,266753
266754,266754
266755,266755
266756,266756
266757,266757
266758,266758
266759,266759
266760,266760
266761,266761
266762,266762
266763,266763
266764,266764
266765,266765
266766,266766
266767,266767
266768,266768
266769,266769
266770,266770
266771,266771
266772,266772
266773,266773
266774,266774
266775,266775
266776,266776
266777,266777
266778,266778
266779,266779
266780,266780
266781,266781
266782,266782
266783,266783
266784,266784
266785,266785
266786,266786
266787,266787
266788,266788
266789,266789
266790,266790
266791,266791
266792,266792
266793,266793
266794,266794
266795,266795
266796,266796
266797,266797
266798,266798
266799,266799
266800,266800
266801,266801
266802,266802
266803,266803
266804,266804
266805,266805
266806,266806
266807,266807
266808,266808
266809,266809
266810,266810
266811,266811
266812,266812
266813,266813
266814,266814
266815,266815
266816,266816
266817,266817
266818,266818
266819,266819
266820,266820
266821,266821
266822,266822
266823,266823
266824,266824
266825,266825
266826,266826
266827,266827
266828,266828
266829,266829
266830,266830
266831,266831
266832,266832
266833,266833
266834,266834
266835,266835
266836,266836
266837,266837
266838,266838
266839,266839
266840,266840
266841,266841
266842,266842
266843,266843
266844,266844
266845,266845
266846,266846
266847,266847
266848,266848
266849,266849
266850,266850
266851,266851
266852,266852
266853,266853
266854,266854
266855,266855
266856,266856
266857,266857
266858,266858
266859,266859
266860,266860
266861,266861
266862,266862
266863,266863
266864,266864
266865,266865
266866,266866
266867,266867
266868,266868
266869,266869
266870,266870
266871,266871
266872,266872
266873,266873
266874,266874
266875,266875
266876,266876
266877,266877
266878,266878
266879,266879
266880,266880
266881,266881
266882,266882
266883,266883
266884,266884
266885,266885
266886,266886
266887,266887
266888,266888
266889,266889
266890,266890
266891,266891
266892,266892
266893,266893
266894,266894
266895,266895
266896,266896
266897,266897
266898,266898
266899,266899
266900,266900
266901,266901
266902,266902
266903,266903
266904,266904
266905,266905
266906,266906
266907,266907
266908,266908
266909,266909
266910,266910
266911,266911
266912,266912
266913,266913
266914,266914
266915,266915
266916,266916
266917,266917
266918,266918
266919,266919
266920,266920
266921,266921
266922,266922
266923,266923
266924,266924
266925,266925
266926,266926
266927,266927
266928,266928
266929,266929
266930,266930
266931,266931
266932,266932
266933,266933
266934,266934
266935,266935
266936,266936
266937,266937
266938,266938
266939,266939
266940,266940
266941,266941
266942,266942
266943,266943
266944,266944
266945,266945
266946,266946
266947,266947
266948,266948
266949,266949
266950,266950
266951,266951
266952,266952
266953,266953
266954,266954
266955,266955
266956,266956
266957,266957
266958,266958
266959,266959
266960,266960
266961,266961
266962,266962
266963,266963
266964,266964
266965,266965
266966,266966
266967,266967
266968,266968
266969,266969
266970,266970
266971,266971
266972,266972
266973,266973
266974,266974
266975,266975
266976,266976
266977,266977
266978,266978
266979,266979
266980,266980
266981,266981
266982,266982
266983,266983
266984,266984
266985,266985
266986,266986
266987,266987
266988,266988
266989,266989
266990,266990
266991,266991
266992,266992
266993,266993
266994,266994
266995,266995
266996,266996
266997,266997
266998,266998
266999,266999
267000,267000
267001,267001
267002,267002
267003,267003
267004,267004
267005,267005
267006,267006
267007,267007
267008,267008
267009,267009
267010,267010
267011,267011
267012,267012
267013,267013
267014,267014
267015,267015
267016,267016
267017,267017
267018,267018
267019,267019
267020,267020
267021,267021
267022,267022
267023,267023
267024,267024
267025,267025
267026,267026
267027,267027
267028,267028
267029,267029
267030,267030
267031,267031
267032,267032
267033,267033
267034,267034
267035,267035
267036,267036
267037,267037
267038,267038
267039,267039
267040,267040
267041,267041
267042,267042
267043,267043
267044,267044
267045,267045
267046,267046
267047,267047
267048,267048
267049,267049
267050,267050
267051,267051
267052,267052
267053,267053
267054,267054
267055,267055
267056,267056
267057,267057
267058,267058
267059,267059
267060,267060
267061,267061
267062,267062
267063,267063
267064,267064
267065,267065
267066,267066
267067,267067
267068,267068
267069,267069
267070,267070
267071,267071
267072,267072
267073,267073
267074,267074
267075,267075
267076,267076
267077,267077
267078,267078
267079,267079
267080,267080
267081,267081
267082,267082
267083,267083
267084,267084
267085,267085
267086,267086
267087,267087
267088,267088
267089,267089
267090,267090
267091,267091
267092,267092
267093,267093
267094,267094
267095,267095
267096,267096
267097,267097
267098,267098
267099,267099
267100,267100
267101,267101
267102,267102
267103,267103
267104,267104
267105,267105
267106,267106
267107,267107
267108,267108
267109,267109
267110,267110
267111,267111
267112,267112
267113,267113
267114,267114
267115,267115
267116,267116
267117,267117
267118,267118
267119,267119
267120,267120
267121,267121
267122,267122
267123,267123
267124,267124
267125,267125
267126,267126
267127,267127
267128,267128
267129,267129
267130,267130
267131,267131
267132,267132
267133,267133
267134,267134
267135,267135
267136,267136
267137,267137
267138,267138
267139,267139
267140,267140
267141,267141
267142,267142
267143,267143
267144,267144
267145,267145
267146,267146
267147,267147
267148,267148
267149,267149
267150,267150
267151,267151
267152,267152
267153,267153
267154,267154
267155,267155
267156,267156
267157,267157
267158,267158
267159,267159
267160,267160
267161,267161
267162,267162
267163,267163
267164,267164
267165,267165
267166,267166
267167,267167
267168,267168
267169,267169
267170,267170
267171,267171
267172,267172
267173,267173
267174,267174
267175,267175
267176,267176
267177,267177
267178,267178
267179,267179
267180,267180
267181,267181
267182,267182
267183,267183
267184,267184
267185,267185
267186,267186
267187,267187
267188,267188
267189,267189
267190,267190
267191,267191
267192,267192
267193,267193
267194,267194
267195,267195
267196,267196
267197,267197
267198,267198
267199,267199
267200,267200
267201,267201
267202,267202
267203,267203
267204,267204
267205,267205
267206,267206
267207,267207
267208,267208
267209,267209
267210,267210
267211,267211
267212,267212
267213,267213
267214,267214
267215,267215
267216,267216
267217,267217
267218,267218
267219,267219
267220,267220
267221,267221
267222,267222
267223,267223
267224,267224
267225,267225
267226,267226
267227,267227
267228,267228
267229,267229
267230,267230
267231,267231
267232,267232
267233,267233
267234,267234
267235,267235
267236,267236
267237,267237
267238,267238
267239,267239
267240,267240
267241,267241
267242,267242
267243,267243
267244,267244
267245,267245
267246,267246
267247,267247
267248,267248
267249,267249
267250,267250
267251,267251
267252,267252
267253,267253
267254,267254
267255,267255
267256,267256
267257,267257
267258,267258
267259,267259
267260,267260
267261,267261
267262,267262
267263,267263
267264,267264
267265,267265
267266,267266
267267,267267
267268,267268
267269,267269
267270,267270
267271,267271
267272,267272
267273,267273
267274,267274
267275,267275
267276,267276
267277,267277
267278,267278
267279,267279
267280,267280
267281,267281
267282,267282
267283,267283
267284,267284
267285,267285
267286,267286
267287,267287
267288,267288
267289,267289
267290,267290
267291,267291
267292,267292
267293,267293
267294,267294
267295,267295
267296,267296
267297,267297
267298,267298
267299,267299
267300,267300
267301,267301
267302,267302
267303,267303
267304,267304
267305,267305
267306,267306
267307,267307
267308,267308
267309,267309
267310,267310
267311,267311
267312,267312
267313,267313
267314,267314
267315,267315
267316,267316
267317,267317
267318,267318
267319,267319
267320,267320
267321,267321
267322,267322
267323,267323
267324,267324
267325,267325
267326,267326
267327,267327
267328,267328
267329,267329
267330,267330
267331,267331
267332,267332
267333,267333
267334,267334
267335,267335
267336,267336
267337,267337
267338,267338
267339,267339
267340,267340
267341,267341
267342,267342
267343,267343
267344,267344
267345,267345
267346,267346
267347,267347
267348,267348
267349,267349
267350,267350
267351,267351
267352,267352
267353,267353
267354,267354
267355,267355
267356,267356
267357,267357
267358,267358
267359,267359
267360,267360
267361,267361
267362,267362
267363,267363
267364,267364
267365,267365
267366,267366
267367,267367
267368,267368
267369,267369
267370,267370
267371,267371
267372,267372
267373,267373
267374,267374
267375,267375
267376,267376
267377,267377
267378,267378
267379,267379
267380,267380
267381,267381
267382,267382
267383,267383
267384,267384
267385,267385
267386,267386
267387,267387
267388,267388
267389,267389
267390,267390
267391,267391
267392,267392
267393,267393
267394,267394
267395,267395
267396,267396
267397,267397
267398,267398
267399,267399
267400,267400
267401,267401
267402,267402
267403,267403
267404,267404
267405,267405
267406,267406
267407,267407
267408,267408
267409,267409
267410,267410
267411,267411
267412,267412
267413,267413
267414,267414
267415,267415
267416,267416
267417,267417
267418,267418
267419,267419
267420,267420
267421,267421
267422,267422
267423,267423
267424,267424
267425,267425
267426,267426
267427,267427
267428,267428
267429,267429
267430,267430
267431,267431
267432,267432
267433,267433
267434,267434
267435,267435
267436,267436
267437,267437
267438,267438
267439,267439
267440,267440
267441,267441
267442,267442
267443,267443
267444,267444
267445,267445
267446,267446
267447,267447
267448,267448
267449,267449
267450,267450
267451,267451
267452,267452
267453,267453
267454,267454
267455,267455
267456,267456
267457,267457
267458,267458
267459,267459
267460,267460
267461,267461
267462,267462
267463,267463
267464,267464
267465,267465
267466,267466
267467,267467
267468,267468
267469,267469
267470,267470
267471,267471
267472,267472
267473,267473
267474,267474
267475,267475
267476,267476
267477,267477
267478,267478
267479,267479
267480,267480
267481,267481
267482,267482
267483,267483
267484,267484
267485,267485
267486,267486
267487,267487
267488,267488
267489,267489
267490,267490
267491,267491
267492,267492
267493,267493
267494,267494
267495,267495
267496,267496
267497,267497
267498,267498
267499,267499
267500,267500
267501,267501
267502,267502
267503,267503
267504,267504
267505,267505
267506,267506
267507,267507
267508,267508
267509,267509
267510,267510
267511,267511
267512,267512
267513,267513
267514,267514
267515,267515
267516,267516
267517,267517
267518,267518
267519,267519
267520,267520
267521,267521
267522,267522
267523,267523
267524,267524
267525,267525
267526,267526
267527,267527
267528,267528
267529,267529
267530,267530
267531,267531
267532,267532
267533,267533
267534,267534
267535,267535
267536,267536
267537,267537
267538,267538
267539,267539
267540,267540
267541,267541
267542,267542
267543,267543
267544,267544
267545,267545
267546,267546
267547,267547
267548,267548
267549,267549
267550,267550
267551,267551
267552,267552
267553,267553
267554,267554
267555,267555
267556,267556
267557,267557
267558,267558
267559,267559
267560,267560
267561,267561
267562,267562
267563,267563
267564,267564
267565,267565
267566,267566
267567,267567
267568,267568
267569,267569
267570,267570
267571,267571
267572,267572
267573,267573
267574,267574
267575,267575
267576,267576
267577,267577
267578,267578
267579,267579
267580,267580
267581,267581
267582,267582
267583,267583
267584,267584
267585,267585
267586,267586
267587,267587
267588,267588
267589,267589
267590,267590
267591,267591
267592,267592
267593,267593
267594,267594
267595,267595
267596,267596
267597,267597
267598,267598
267599,267599
267600,267600
267601,267601
267602,267602
267603,267603
267604,267604
267605,267605
267606,267606
267607,267607
267608,267608
267609,267609
267610,267610
267611,267611
267612,267612
267613,267613
267614,267614
267615,267615
267616,267616
267617,267617
267618,267618
267619,267619
267620,267620
267621,267621
267622,267622
267623,267623
267624,267624
267625,267625
267626,267626
267627,267627
267628,267628
267629,267629
267630,267630
267631,267631
267632,267632
267633,267633
267634,267634
267635,267635
267636,267636
267637,267637
267638,267638
267639,267639
267640,267640
267641,267641
267642,267642
267643,267643
267644,267644
267645,267645
267646,267646
267647,267647
267648,267648
267649,267649
267650,267650
267651,267651
267652,267652
267653,267653
267654,267654
267655,267655
267656,267656
267657,267657
267658,267658
267659,267659
267660,267660
267661,267661
267662,267662
267663,267663
267664,267664
267665,267665
267666,267666
267667,267667
267668,267668
267669,267669
267670,267670
267671,267671
267672,267672
267673,267673
267674,267674
267675,267675
267676,267676
267677,267677
267678,267678
267679,267679
267680,267680
267681,267681
267682,267682
267683,267683
267684,267684
267685,267685
267686,267686
267687,267687
267688,267688
267689,267689
267690,267690
267691,267691
267692,267692
267693,267693
267694,267694
267695,267695
267696,267696
267697,267697
267698,267698
267699,267699
267700,267700
267701,267701
267702,267702
267703,267703
267704,267704
267705,267705
267706,267706
267707,267707
267708,267708
267709,267709
267710,267710
267711,267711
267712,267712
267713,267713
267714,267714
267715,267715
267716,267716
267717,267717
267718,267718
267719,267719
267720,267720
267721,267721
267722,267722
267723,267723
267724,267724
267725,267725
267726,267726
267727,267727
267728,267728
267729,267729
267730,267730
267731,267731
267732,267732
267733,267733
267734,267734
267735,267735
267736,267736
267737,267737
267738,267738
267739,267739
267740,267740
267741,267741
267742,267742
267743,267743
267744,267744
267745,267745
267746,267746
267747,267747
267748,267748
267749,267749
267750,267750
267751,267751
267752,267752
267753,267753
267754,267754
267755,267755
267756,267756
267757,267757
267758,267758
267759,267759
267760,267760
267761,267761
267762,267762
267763,267763
267764,267764
267765,267765
267766,267766
267767,267767
267768,267768
267769,267769
267770,267770
267771,267771
267772,267772
267773,267773
267774,267774
267775,267775
267776,267776
267777,267777
267778,267778
267779,267779
267780,267780
267781,267781
267782,267782
267783,267783
267784,267784
267785,267785
267786,267786
267787,267787
267788,267788
267789,267789
267790,267790
267791,267791
267792,267792
267793,267793
267794,267794
267795,267795
267796,267796
267797,267797
267798,267798
267799,267799
267800,267800
267801,267801
267802,267802
267803,267803
267804,267804
267805,267805
267806,267806
267807,267807
267808,267808
267809,267809
267810,267810
267811,267811
267812,267812
267813,267813
267814,267814
267815,267815
267816,267816
267817,267817
267818,267818
267819,267819
267820,267820
267821,267821
267822,267822
267823,267823
267824,267824
267825,267825
267826,267826
267827,267827
267828,267828
267829,267829
267830,267830
267831,267831
267832,267832
267833,267833
267834,267834
267835,267835
267836,267836
267837,267837
267838,267838
267839,267839
267840,267840
267841,267841
267842,267842
267843,267843
267844,267844
267845,267845
267846,267846
267847,267847
267848,267848
267849,267849
267850,267850
267851,267851
267852,267852
267853,267853
267854,267854
267855,267855
267856,267856
267857,267857
267858,267858
267859,267859
267860,267860
267861,267861
267862,267862
267863,267863
267864,267864
267865,267865
267866,267866
267867,267867
267868,267868
267869,267869
267870,267870
267871,267871
267872,267872
267873,267873
267874,267874
267875,267875
267876,267876
267877,267877
267878,267878
267879,267879
267880,267880
267881,267881
267882,267882
267883,267883
267884,267884
267885,267885
267886,267886
267887,267887
267888,267888
267889,267889
267890,267890
267891,267891
267892,267892
267893,267893
267894,267894
267895,267895
267896,267896
267897,267897
267898,267898
267899,267899
267900,267900
267901,267901
267902,267902
267903,267903
267904,267904
267905,267905
267906,267906
267907,267907
267908,267908
267909,267909
267910,267910
267911,267911
267912,267912
267913,267913
267914,267914
267915,267915
267916,267916
267917,267917
267918,267918
267919,267919
267920,267920
267921,267921
267922,267922
267923,267923
267924,267924
267925,267925
267926,267926
267927,267927
267928,267928
267929,267929
267930,267930
267931,267931
267932,267932
267933,267933
267934,267934
267935,267935
267936,267936
267937,267937
267938,267938
267939,267939
267940,267940
267941,267941
267942,267942
267943,267943
267944,267944
267945,267945
267946,267946
267947,267947
267948,267948
267949,267949
267950,267950
267951,267951
267952,267952
267953,267953
267954,267954
267955,267955
267956,267956
267957,267957
267958,267958
267959,267959
267960,267960
267961,267961
267962,267962
267963,267963
267964,267964
267965,267965
267966,267966
267967,267967
267968,267968
267969,267969
267970,267970
267971,267971
267972,267972
267973,267973
267974,267974
267975,267975
267976,267976
267977,267977
267978,267978
267979,267979
267980,267980
267981,267981
267982,267982
267983,267983
267984,267984
267985,267985
267986,267986
267987,267987
267988,267988
267989,267989
267990,267990
267991,267991
267992,267992
267993,267993
267994,267994
267995,267995
267996,267996
267997,267997
267998,267998
267999,267999
268000,268000
268001,268001
268002,268002
268003,268003
268004,268004
268005,268005
268006,268006
268007,268007
268008,268008
268009,268009
268010,268010
268011,268011
268012,268012
268013,268013
268014,268014
268015,268015
268016,268016
268017,268017
268018,268018
268019,268019
268020,268020
268021,268021
268022,268022
268023,268023
268024,268024
268025,268025
268026,268026
268027,268027
268028,268028
268029,268029
268030,268030
268031,268031
268032,268032
268033,268033
268034,268034
268035,268035
268036,268036
268037,268037
268038,268038
268039,268039
268040,268040
268041,268041
268042,268042
268043,268043
268044,268044
268045,268045
268046,268046
268047,268047
268048,268048
268049,268049
268050,268050
268051,268051
268052,268052
268053,268053
268054,268054
268055,268055
268056,268056
268057,268057
268058,268058
268059,268059
268060,268060
268061,268061
268062,268062
268063,268063
268064,268064
268065,268065
268066,268066
268067,268067
268068,268068
268069,268069
268070,268070
268071,268071
268072,268072
268073,268073
268074,268074
268075,268075
268076,268076
268077,268077
268078,268078
268079,268079
268080,268080
268081,268081
268082,268082
268083,268083
268084,268084
268085,268085
268086,268086
268087,268087
268088,268088
268089,268089
268090,268090
268091,268091
268092,268092
268093,268093
268094,268094
268095,268095
268096,268096
268097,268097
268098,268098
268099,268099
268100,268100
268101,268101
268102,268102
268103,268103
268104,268104
268105,268105
268106,268106
268107,268107
268108,268108
268109,268109
268110,268110
268111,268111
268112,268112
268113,268113
268114,268114
268115,268115
268116,268116
